,sup_1,sup_2,sup_3,sup_4,sup_5
Init,0.0,0.0,0.0,0.0,0.0
Jan,5000.0,833.3333333333334,2750.0,1666.6666666666667,10283.333332959997
Feb,5000.0,833.3333333333334,2750.0,1666.6666666666667,9595.597074688
Mar,5000.0,833.3333333333334,2750.0,1666.6666666666667,7716.66666928
Apr,5000.0,833.3333333333334,2750.0,1666.6666666666667,5149.999999552002
May,5000.0,833.3333333333334,2750.0,1666.6666666666667,2583.3333358719997
Jun,5000.0,833.3333333333334,2750.0,1666.6666666666667,704.4029244160008
Jul,4599.9999994773325,833.3333333333334,2750.0,1666.6666666666667,416.6666666666667
Aug,5000.0,833.3333333333334,2750.0,1666.6666666666667,704.4029244160008
Sep,5000.0,833.3333333333334,400.0,1666.6666666666667,4933.333335872
Oct,5000.0,833.3333333333334,0.0,1666.6666666666667,7899.999999552002
Nov,5000.0,5287.7362658880065,0.0,1666.6666666666667,6012.263736725326
Dec,5000.0,13178.930408021335,0.0,1666.6666666666667,0.0
